ID,Place (x),Knowledge (y),Action (z),K5Number,K5Name,K5Distance
842,-0.43879,0.94572,-0.46286,5,Ecoscience,1.09909
843,-0.22018,0.21146,-0.86087,2,Small is Beautiful,0.43127
844,0.78143,-1.00740,-0.46622,2,Small is Beautiful,1.23341
845,-0.02670,-0.03589,-0.20605,2,Small is Beautiful,0.70212
846,0.51823,-0.94488,-0.89375,2,Small is Beautiful,0.94287
847,-0.30035,-0.84466,-1.34130,2,Small is Beautiful,0.86706
848,1.22756,0.22749,0.42154,3,Science for Humanity,0.98854
849,-0.33536,1.26478,-1.03010,2,Small is Beautiful,1.46950
850,0.78487,-0.02131,-1.16151,2,Small is Beautiful,0.84553
852,0.44887,-0.06725,-1.43130,2,Small is Beautiful,0.70814
853,0.01448,-0.30951,-0.13842,2,Small is Beautiful,0.77284
854,0.62273,-0.41256,-1.17848,2,Small is Beautiful,0.73335
857,-0.76815,-0.31004,-0.20996,1,Ecospirituality,0.86816
859,0.33592,1.03368,-2.08650,2,Small is Beautiful,1.72048
860,-0.65470,-0.35768,-0.45260,2,Small is Beautiful,0.81044
861,1.23257,-1.57432,-0.63816,4,Indigenous Justice,1.83930
862,1.14994,-2.07646,0.56132,4,Indigenous Justice,1.41541
863,0.49914,0.10245,-0.48247,2,Small is Beautiful,0.70425
864,1.62914,-0.94889,2.13607,4,Indigenous Justice,1.34815
865,-0.32651,-0.98614,-0.37556,1,Ecospirituality,0.99964
866,-0.54031,-0.28343,0.44122,1,Ecospirituality,0.71778
867,-0.48384,0.12726,-0.63897,2,Small is Beautiful,0.61481
868,0.59095,1.59618,-2.47542,2,Small is Beautiful,2.43654
869,0.46829,-0.77539,-1.31461,2,Small is Beautiful,0.88143
870,0.51491,-0.96337,0.38649,4,Indigenous Justice,0.78201
871,1.12803,-0.74760,-1.57490,2,Small is Beautiful,1.44561
872,0.80394,2.35494,-1.89577,3,Science for Humanity,2.26132
873,0.36946,0.42176,-0.73769,2,Small is Beautiful,0.71119
874,0.67260,0.47354,-0.81080,2,Small is Beautiful,0.93294
875,-0.56000,-0.47692,-0.48107,2,Small is Beautiful,0.76126
876,-1.02602,0.98840,-1.36066,2,Small is Beautiful,1.60543
877,0.31636,0.15128,-1.27284,2,Small is Beautiful,0.58560
878,-0.55730,-0.86525,-0.77985,2,Small is Beautiful,0.90200
879,-1.08841,1.90004,-1.48414,5,Ecoscience,2.27510
880,-1.77615,0.45117,-1.18170,2,Small is Beautiful,1.89476
881,-0.02760,0.00175,-1.20715,2,Small is Beautiful,0.35132
882,-0.05338,-0.59245,-0.82828,2,Small is Beautiful,0.43934
883,0.85073,-0.46734,-0.92863,2,Small is Beautiful,0.91025
885,-1.26263,1.41686,-0.31280,5,Ecoscience,1.09380
886,-1.49558,0.68610,-1.19575,2,Small is Beautiful,1.73968
887,-0.32710,-0.18361,0.00972,2,Small is Beautiful,0.96185
888,1.60145,-0.99896,-1.50427,2,Small is Beautiful,1.91173
889,0.40877,0.05035,-0.56820,2,Small is Beautiful,0.56961
890,1.09563,-0.63468,-0.83861,2,Small is Beautiful,1.20038
891,0.50503,-0.46818,-0.94437,2,Small is Beautiful,0.59799
892,0.51157,0.01943,-0.51612,2,Small is Beautiful,0.66713
893,0.80871,0.54545,-1.01342,2,Small is Beautiful,1.08458
895,-0.64599,-0.59418,-1.09939,2,Small is Beautiful,0.79905
896,-0.54333,0.85272,0.85930,5,Ecoscience,0.40231
897,1.14621,1.28669,-0.03676,3,Science for Humanity,0.23001
898,0.06261,0.39980,-0.02027,2,Small is Beautiful,1.04270
899,-1.15080,0.23674,-0.69015,2,Small is Beautiful,1.22956
900,0.26679,-0.88053,-0.62260,2,Small is Beautiful,0.81672
903,0.00634,1.54420,-1.23224,3,Science for Humanity,1.64509
907,0.33630,0.23298,-1.14245,2,Small is Beautiful,0.57687
910,-1.80178,-0.47835,1.30955,1,Ecospirituality,1.31492
911,-0.97300,1.54170,0.61126,5,Ecoscience,0.59243
913,-0.03319,-0.24874,-1.05466,2,Small is Beautiful,0.18280
914,-0.24829,0.84483,0.91482,5,Ecoscience,0.66089
916,0.25010,0.36714,-0.50932,2,Small is Beautiful,0.70321
918,1.10012,0.67387,-1.01214,3,Science for Humanity,1.05213
919,0.03191,1.24043,-1.21041,2,Small is Beautiful,1.43669
921,-0.30228,1.24799,0.70070,5,Ecoscience,0.58042
922,-0.31970,-1.23627,0.43730,1,Ecospirituality,0.69967
923,-0.51204,0.67206,0.38451,5,Ecoscience,0.45992
925,0.88434,1.38572,0.73712,3,Science for Humanity,0.85321
926,0.84481,1.37151,0.31104,3,Science for Humanity,0.50018
927,0.36135,0.90418,-1.24095,2,Small is Beautiful,1.17820
928,-0.70281,-0.89744,-0.96156,2,Small is Beautiful,1.01598
929,-0.19708,0.61732,-0.04264,5,Ecoscience,0.93447
931,-0.20382,0.21409,-1.18321,2,Small is Beautiful,0.51194
932,0.49326,0.23284,-0.96238,2,Small is Beautiful,0.63922
933,-0.63362,-0.98225,-0.40024,1,Ecospirituality,0.87420
935,-1.04164,-0.60300,0.04744,1,Ecospirituality,0.48166
939,0.63580,0.42354,-1.25559,2,Small is Beautiful,0.93933
940,0.11922,-0.55444,1.45638,4,Indigenous Justice,0.99519
941,1.27405,0.37164,-0.17357,3,Science for Humanity,0.75636
942,-0.31060,0.30067,-0.73722,2,Small is Beautiful,0.57575
943,-1.01057,-2.13322,-0.69423,1,Ecospirituality,1.67170
944,-0.95706,-0.96444,-1.33500,2,Small is Beautiful,1.32000
945,-0.98224,-0.97745,0.59636,1,Ecospirituality,0.20707
947,0.01500,0.63608,1.93516,5,Ecoscience,1.62163
951,0.65677,-1.28815,-0.56952,2,Small is Beautiful,1.34772
953,-0.86489,-1.69497,1.20038,1,Ecospirituality,1.12547
954,0.63615,1.09975,-1.51792,3,Science for Humanity,1.53019
955,-0.46520,-0.75949,1.44623,1,Ecospirituality,1.13412
956,0.22152,-0.53771,-0.80107,2,Small is Beautiful,0.45020
957,0.70968,0.24802,0.50588,3,Science for Humanity,1.05204
959,-0.95293,0.17498,-0.82931,2,Small is Beautiful,1.00719
963,-1.54733,0.73970,-1.09919,2,Small is Beautiful,1.79683
964,-0.78856,0.38863,-1.19033,2,Small is Beautiful,1.00055
967,-0.21780,0.25462,-1.15535,2,Small is Beautiful,0.53355
968,-0.39453,1.23292,-0.93816,2,Small is Beautiful,1.44776
969,-0.59087,-0.30759,1.13203,1,Ecospirituality,0.97942
970,0.61292,2.25845,0.47603,3,Science for Humanity,1.35782
971,-1.00001,-0.79138,0.52084,1,Ecospirituality,0.15921
972,0.41361,1.61883,1.02071,3,Science for Humanity,1.34912
973,-0.80373,0.32283,-0.49187,2,Small is Beautiful,1.01715
974,1.50825,0.13581,1.00174,4,Indigenous Justice,1.02281
975,2.85578,-0.82460,0.01191,4,Indigenous Justice,2.11812
976,0.66049,0.90190,0.26252,3,Science for Humanity,0.52243
977,0.19043,0.80057,-0.92559,2,Small is Beautiful,0.98189
979,0.17441,-0.05024,-0.58222,2,Small is Beautiful,0.37896
982,-0.07439,-0.27163,-0.67696,2,Small is Beautiful,0.25528
983,0.77131,-0.71231,-0.91789,2,Small is Beautiful,0.95304
985,-0.73449,1.88103,-2.12202,2,Small is Beautiful,2.49053
986,0.46926,-0.42738,0.03715,2,Small is Beautiful,1.08100
987,-0.13739,-0.00771,-1.00357,2,Small is Beautiful,0.22861
988,-0.40082,1.08712,-0.81384,2,Small is Beautiful,1.31180
990,1.30732,-0.11354,-0.78120,2,Small is Beautiful,1.31908
992,-0.50645,1.58967,-0.90368,5,Ecoscience,1.62730
994,-0.95779,-0.90277,-0.62590,1,Ecospirituality,1.04458
995,2.10914,0.48549,-1.31956,3,Science for Humanity,1.76525
996,0.11030,-0.43570,-0.63344,2,Small is Beautiful,0.39771
1000,0.68924,0.16996,-0.52589,2,Small is Beautiful,0.85449
1002,1.77807,-0.35180,1.28204,4,Indigenous Justice,0.94230
1006,0.42208,-0.05620,-0.59363,2,Small is Beautiful,0.53471
1007,0.15035,0.02399,-1.18740,2,Small is Beautiful,0.37842
1009,-0.11583,0.01051,-0.48157,2,Small is Beautiful,0.46237
1011,1.01750,0.86308,-0.59248,3,Science for Humanity,0.59122
1012,-1.32996,-0.11970,-0.82506,2,Small is Beautiful,1.32669
1013,1.14624,-0.32281,-1.11566,2,Small is Beautiful,1.18383
1015,0.09277,-0.56305,-0.91235,2,Small is Beautiful,0.41420
1017,0.35696,-0.11247,0.45823,4,Indigenous Justice,1.01858
1018,0.51565,0.25962,-1.03598,2,Small is Beautiful,0.68437
1020,-0.65944,-1.67807,-1.42710,2,Small is Beautiful,1.73490
1022,-1.00557,-1.31634,-1.43570,2,Small is Beautiful,1.62010
1023,-0.35467,1.48769,-1.06857,2,Small is Beautiful,1.69401
1027,-0.41596,0.01713,0.24460,1,Ecospirituality,1.05361
1029,-0.94585,0.70726,0.76592,5,Ecoscience,0.36102
1031,-0.38841,-1.49414,0.16924,1,Ecospirituality,0.84765
1033,0.56825,-1.74396,-1.12613,2,Small is Beautiful,1.69936
1035,-0.15966,-0.09305,1.32232,4,Indigenous Justice,1.34680
1037,-0.75255,0.34466,-0.67375,2,Small is Beautiful,0.92897
1038,0.47749,0.37208,-0.17596,3,Science for Humanity,0.91704
1039,3.31947,1.88983,-0.02045,3,Science for Humanity,2.41473
1041,-0.56022,-0.52655,1.20664,1,Ecospirituality,0.94158
1045,-0.23610,0.13320,-0.08826,2,Small is Beautiful,0.89053
1054,-1.09265,1.28914,0.80997,5,Ecoscience,0.48886
1055,0.39691,-0.11086,0.07956,2,Small is Beautiful,1.05718
1057,0.58006,0.61097,0.04252,3,Science for Humanity,0.66600
1058,-1.11828,0.18175,-0.33807,5,Ecoscience,1.25160
1060,-0.88810,0.64805,0.08939,5,Ecoscience,0.59274
1061,1.19852,0.19189,0.27800,3,Science for Humanity,0.95738
1062,-0.12969,-0.42038,-1.45076,2,Small is Beautiful,0.62423
1063,0.08898,0.15934,-0.95236,2,Small is Beautiful,0.33877
1068,-0.02985,0.00754,-0.53617,2,Small is Beautiful,0.39865
1069,1.40485,-0.14992,-0.51151,3,Science for Humanity,1.36488
1070,-0.00138,0.28314,0.96697,5,Ecoscience,1.12758
1071,-0.44172,-0.86226,-1.06158,2,Small is Beautiful,0.84194
1073,-1.45680,-1.67453,2.44221,1,Ecospirituality,2.23535
1076,0.90015,0.26329,-1.12342,2,Small is Beautiful,1.02584
1077,0.09783,1.57075,0.33065,5,Ecoscience,1.10373
1081,0.80870,0.35834,-0.15608,3,Science for Humanity,0.76799
1082,0.32025,-0.09022,-1.16234,2,Small is Beautiful,0.42658
1083,0.29240,1.38897,-0.34427,3,Science for Humanity,0.86684
1085,0.71812,-1.40617,0.15045,4,Indigenous Justice,1.09526
1087,1.78515,2.21516,1.11026,3,Science for Humanity,1.77957
1088,0.48344,-0.72559,-0.63013,2,Small is Beautiful,0.79315
1089,0.38956,-1.34540,-0.26160,2,Small is Beautiful,1.40079
1091,-0.72467,-0.10564,-0.28561,2,Small is Beautiful,0.94504
1094,0.43899,0.97702,-0.48486,3,Science for Humanity,0.75651
1095,-0.32148,-1.56000,-1.38365,2,Small is Beautiful,1.51455
1096,0.80780,-0.51390,-0.65985,2,Small is Beautiful,0.91791
1097,-0.26918,-0.79298,-0.35262,2,Small is Beautiful,0.87440
1099,0.13154,0.44971,-0.55218,2,Small is Beautiful,0.71453
1100,0.09281,0.37515,-0.44529,2,Small is Beautiful,0.70778
1102,0.53431,2.13910,-0.74454,3,Science for Humanity,1.36845
1103,0.60384,0.01930,-0.59181,2,Small is Beautiful,0.70509
1107,0.79550,0.05854,-1.00887,2,Small is Beautiful,0.83844
1110,-0.45324,-0.18861,-0.19601,2,Small is Beautiful,0.83172
1112,0.09491,0.77556,0.63115,5,Ecoscience,0.91847
1113,0.24377,0.89552,-1.26595,2,Small is Beautiful,1.14678
1114,-0.98621,-0.96670,0.35198,1,Ecospirituality,0.11887
1117,-1.41573,-0.30827,-1.30985,2,Small is Beautiful,1.47656
1122,0.45459,1.23028,0.40754,3,Science for Humanity,0.75749
1123,1.07239,0.55837,-0.53582,3,Science for Humanity,0.71826
1124,0.43677,-0.33346,-1.43673,2,Small is Beautiful,0.71928
1125,-1.09041,1.38634,-0.18325,5,Ecoscience,0.90962
1128,-0.95441,-0.40469,-0.52164,2,Small is Beautiful,1.04868
1130,-0.08610,-0.68397,-1.09059,2,Small is Beautiful,0.56347
1131,0.17789,1.68141,-0.84496,3,Science for Humanity,1.32467
1132,-0.26507,-0.17373,-1.18419,2,Small is Beautiful,0.38738
1133,1.04564,0.41599,-0.66652,3,Science for Humanity,0.91097
1135,-0.19784,0.15176,0.15703,5,Ecoscience,1.10303
1136,0.14794,0.63774,-0.00048,3,Science for Humanity,1.00087
1137,1.19957,-0.08279,-1.64825,2,Small is Beautiful,1.42271
1147,-0.91491,0.56015,-0.90573,2,Small is Beautiful,1.16045
1150,0.16350,0.43221,-0.72823,2,Small is Beautiful,0.63953
1152,0.33334,2.87145,0.43974,3,Science for Humanity,1.98664
1153,0.17735,3.35198,1.40311,5,Ecoscience,2.69884
1154,-0.27360,-1.10014,-0.25021,1,Ecospirituality,0.95793
1157,-1.05491,-1.22055,-1.26032,2,Small is Beautiful,1.53471
1158,-0.75238,-0.77941,-1.28998,2,Small is Beautiful,1.04614
1159,-2.07337,0.18612,0.76456,5,Ecoscience,1.51099
1160,-1.51209,0.59541,-0.48207,5,Ecoscience,1.33040
1161,-0.48771,0.08118,0.31068,5,Ecoscience,0.98410
1162,0.17850,0.23914,-0.80969,2,Small is Beautiful,0.44911
1168,0.08725,-0.65608,0.80064,4,Indigenous Justice,0.90670
1169,-1.27134,-0.30528,-0.45304,1,Ecospirituality,1.10348
1170,-0.13478,-1.43779,1.52331,4,Indigenous Justice,1.42048
1171,-0.51181,2.76322,-0.03850,5,Ecoscience,1.91095
1172,0.29271,-0.02690,-1.30193,2,Small is Beautiful,0.52099
1173,0.31662,1.85881,-0.49502,3,Science for Humanity,1.15743
1177,0.67187,-0.08490,-0.43783,2,Small is Beautiful,0.82193
1180,-0.39251,-0.82626,-1.00398,2,Small is Beautiful,0.77686
1181,-0.12876,-0.33098,-0.85744,2,Small is Beautiful,0.21333
1182,0.78488,0.06080,-0.28668,2,Small is Beautiful,1.02298
1183,-1.29671,1.96387,-0.23758,5,Ecoscience,1.37198
1184,0.77923,2.32276,-0.07246,3,Science for Humanity,1.27063
1185,0.60571,0.10987,0.27016,3,Science for Humanity,1.11038
1186,-0.79537,-0.32488,-1.06546,2,Small is Beautiful,0.82383
1187,0.20846,0.32309,-0.57354,2,Small is Beautiful,0.62025
1188,-0.18746,-0.06680,-0.26214,2,Small is Beautiful,0.66664
1189,0.09115,-0.05284,-0.94920,2,Small is Beautiful,0.15456
1190,0.23033,-0.03703,0.50390,4,Indigenous Justice,1.12420
1191,0.15797,1.09628,-1.13179,2,Small is Beautiful,1.28960
1192,-0.04225,1.07343,-0.08260,5,Ecoscience,1.00757
1193,1.51296,2.63364,-0.17014,3,Science for Humanity,1.62721
1194,-0.11096,-0.11008,-0.70364,2,Small is Beautiful,0.22558
1195,-0.33804,0.30820,0.79217,5,Ecoscience,0.84066
1196,0.05637,-0.82817,-0.30303,2,Small is Beautiful,0.89511
1197,-1.00451,-0.68384,-0.62311,1,Ecospirituality,1.06395
1198,-0.04666,-0.44283,-0.02401,2,Small is Beautiful,0.91787
1199,0.80540,-0.08105,-1.93505,2,Small is Beautiful,1.32018
1200,1.44417,1.09035,-1.83275,3,Science for Humanity,1.83350
1201,-0.82976,0.08291,-1.10299,2,Small is Beautiful,0.88372
1202,-0.63009,-0.00830,-0.05114,1,Ecospirituality,1.04023
1203,-1.59000,0.23585,-0.91286,2,Small is Beautiful,1.63320
1204,0.04165,-0.22285,-0.87551,2,Small is Beautiful,0.08073
1205,1.60271,1.43100,-0.39558,3,Science for Humanity,0.74732
1206,0.88348,-0.12299,1.00370,4,Indigenous Justice,0.61943
1208,2.41741,-1.50956,0.99341,4,Indigenous Justice,1.63897
1209,0.30938,-0.43971,1.78785,4,Indigenous Justice,1.08795
1210,-0.54711,0.48412,1.10452,5,Ecoscience,0.76589
1211,-0.72182,-1.36403,1.13874,1,Ecospirituality,0.88747
1212,0.81133,-0.36896,1.09690,4,Indigenous Justice,0.41776
1213,-2.04865,0.51393,0.09946,5,Ecoscience,1.41425
1214,0.50915,-1.28284,0.57920,4,Indigenous Justice,0.82083
1215,-0.88315,0.46280,0.78097,5,Ecoscience,0.55968
1216,1.25931,1.16035,-2.06427,3,Science for Humanity,2.03386
1217,-0.89217,1.44108,-0.12381,5,Ecoscience,0.84419
1218,0.66741,-0.19235,1.68289,4,Indigenous Justice,0.94083
1219,-0.31783,-1.19588,-0.43426,1,Ecospirituality,1.09156
1220,-0.34604,1.37884,0.69465,5,Ecoscience,0.61805
1221,1.53586,0.87955,-1.15795,3,Science for Humanity,1.23455
1222,-0.51298,0.28640,-1.18708,2,Small is Beautiful,0.73607
1223,0.07906,1.07938,-0.75139,3,Science for Humanity,1.19726
1224,0.41053,0.65205,0.61155,3,Science for Humanity,1.00718
1225,-1.20828,0.65173,1.04506,5,Ecoscience,0.70252
1226,0.00237,0.95702,1.07951,5,Ecoscience,0.94770
1227,-0.29862,-0.60342,1.48275,1,Ecospirituality,1.26828
1228,1.35419,-0.87868,1.08855,4,Indigenous Justice,0.42208
1229,-0.07641,0.13623,-0.29646,2,Small is Beautiful,0.67346
1230,-1.67709,0.76070,-0.35792,5,Ecoscience,1.29873
1231,-0.83893,0.29905,0.15548,5,Ecoscience,0.79765
1232,-0.57622,0.86789,0.11729,5,Ecoscience,0.52061
1233,-0.28646,0.45744,2.19576,5,Ecoscience,1.77760
1234,0.00979,0.40678,-1.10293,2,Small is Beautiful,0.60437
1235,0.10215,-0.31192,-1.83392,2,Small is Beautiful,0.95550
1236,-1.13876,1.07618,0.90176,5,Ecoscience,0.48153
1237,0.32770,-0.54234,-1.59275,2,Small is Beautiful,0.86094
1238,0.73689,0.05784,-2.05555,2,Small is Beautiful,1.39382
1239,-0.64526,0.05531,-0.45396,2,Small is Beautiful,0.80722
1240,-0.73590,-0.79122,-1.30632,2,Small is Beautiful,1.04783
1241,0.89071,-0.62028,0.51199,4,Indigenous Justice,0.48694
1242,0.68963,2.16963,0.73928,3,Science for Humanity,1.38734
1243,-0.05872,0.43410,-1.32570,2,Small is Beautiful,0.73563
1244,-0.20066,-1.03598,-1.11495,2,Small is Beautiful,0.92255
1245,0.98598,-0.05098,-1.04744,2,Small is Beautiful,1.00925
1246,0.56148,-0.06179,-0.81236,2,Small is Beautiful,0.58207
1247,0.38784,-0.35179,-0.75827,2,Small is Beautiful,0.45880
1248,-0.53469,-0.14618,-1.44342,2,Small is Beautiful,0.76086
1249,0.59766,1.16351,-0.02420,3,Science for Humanity,0.45493
1250,-0.44793,-0.65978,-1.16643,2,Small is Beautiful,0.71900
1251,-0.15982,0.80948,0.33471,5,Ecoscience,0.70342
1252,-1.71961,-0.37266,-1.69987,2,Small is Beautiful,1.90447
1253,-0.40285,-0.30158,-1.43856,2,Small is Beautiful,0.68635
1254,-1.01294,-0.99405,0.42946,1,Ecospirituality,0.13728
1255,-0.96673,-2.09044,-1.03807,1,Ecospirituality,1.88881
1256,-0.79619,-0.73554,-0.60577,2,Small is Beautiful,1.01944
1257,-0.70833,-0.44936,-1.13746,2,Small is Beautiful,0.79662
1258,0.33812,-1.36076,-0.59236,2,Small is Beautiful,1.28457
1259,0.56230,-1.27049,-1.20641,2,Small is Beautiful,1.28437
1261,0.09602,-0.07335,-0.36616,2,Small is Beautiful,0.54721
1262,0.98114,0.32065,-1.37996,2,Small is Beautiful,1.19993
1263,1.33326,2.49052,0.52763,3,Science for Humanity,1.54842
1264,2.18498,-0.98145,-1.56144,2,Small is Beautiful,2.43202
1265,-0.20587,-0.71519,-0.09557,1,Ecospirituality,0.90157
1266,0.56762,-1.01614,-0.56498,2,Small is Beautiful,1.08166
1268,0.42001,0.63865,-0.79148,2,Small is Beautiful,0.91212
1269,-0.45669,1.37165,-0.41824,5,Ecoscience,1.12252
1270,-1.56938,-0.81033,-0.00825,1,Ecospirituality,0.77547
1271,1.93173,-1.64107,-0.78250,4,Indigenous Justice,2.19972
1272,0.61843,-0.35080,-1.54159,2,Small is Beautiful,0.91745
1273,-0.23010,-0.00420,-0.48878,2,Small is Beautiful,0.49115
1274,-0.81688,0.85449,-1.33186,2,Small is Beautiful,1.37061
1275,0.36996,-0.75126,-1.52750,2,Small is Beautiful,0.94212
1277,-0.04853,-0.49449,0.34594,1,Ecospirituality,0.96473
1278,-2.04144,2.23815,-0.17462,5,Ecoscience,1.92251
1279,-1.96708,-0.12153,-0.63806,1,Ecospirituality,1.66924
1280,-0.58030,0.14350,-1.24429,2,Small is Beautiful,0.73732
1281,-0.40942,-0.71784,-0.77121,2,Small is Beautiful,0.69899
1282,-1.02664,-0.05718,-0.45318,2,Small is Beautiful,1.11779
1283,0.58888,1.27710,-2.08270,2,Small is Beautiful,1.95674
1286,1.72415,0.02839,-0.02494,3,Science for Humanity,1.25265
1287,3.47671,1.46724,1.00951,3,Science for Humanity,2.67836
1288,1.83541,-1.70441,0.28878,4,Indigenous Justice,1.46897
1290,1.43627,1.47535,-0.77839,3,Science for Humanity,0.92176
1291,1.26099,-0.06065,0.08960,4,Indigenous Justice,1.15213
1292,1.70338,-3.60327,0.48993,4,Indigenous Justice,2.99942
1294,-0.90943,-1.11050,-0.97115,2,Small is Beautiful,1.31280
1297,0.32657,-0.22520,-0.55691,2,Small is Beautiful,0.47959
1302,-0.80900,0.48750,-0.11075,5,Ecoscience,0.84213
1303,0.18181,-0.08369,-0.62019,2,Small is Beautiful,0.34294
1305,-0.82898,0.48694,0.58939,5,Ecoscience,0.49056
1320,2.15747,1.29501,1.12504,3,Science for Humanity,1.62782
1322,0.65420,-1.21176,0.14116,4,Indigenous Justice,1.01424
1323,1.43442,-1.75865,1.46101,4,Indigenous Justice,1.22206
1324,-0.27708,-0.60651,-0.37499,2,Small is Beautiful,0.73761
1325,0.22236,-0.09250,0.05654,2,Small is Beautiful,0.98248
1326,-0.07789,0.71503,1.56292,5,Ecoscience,1.25114
1327,2.08948,1.50931,-1.50492,3,Science for Humanity,1.84716
1328,-0.02724,0.05793,-0.66456,2,Small is Beautiful,0.31979
1329,2.86108,3.90044,-1.26786,3,Science for Humanity,3.57091
1330,2.18816,1.27531,1.28012,3,Science for Humanity,1.75995
1331,0.91562,-0.64515,-0.67062,2,Small is Beautiful,1.06513
1332,0.67907,0.63489,1.44530,4,Indigenous Justice,1.47730
1334,-0.37583,-1.60581,-0.00225,1,Ecospirituality,0.99739
1335,0.89396,1.72715,0.24188,3,Science for Humanity,0.72264
1337,1.20410,-1.50304,1.30921,4,Indigenous Justice,0.86746
1338,0.32488,-1.20032,1.28680,4,Indigenous Justice,0.85527
1339,-1.66523,0.47169,0.04177,5,Ecoscience,1.13504
1340,1.21191,0.67842,1.30059,3,Science for Humanity,1.41275
1341,-2.09028,0.41921,1.69882,5,Ecoscience,1.79991
1342,-0.62292,-1.85001,-0.49964,1,Ecospirituality,1.36364
1343,-0.89778,0.17572,0.65024,5,Ecoscience,0.81019
1344,1.46944,-0.16488,0.70927,4,Indigenous Justice,0.80263
1345,0.20170,-2.04842,-0.01605,1,Ecospirituality,1.67546
1346,-0.17639,1.25534,0.05396,5,Ecoscience,0.85878
1347,1.04609,1.14172,-1.05710,3,Science for Humanity,1.01559
1348,0.27584,0.88732,0.05484,3,Science for Humanity,0.79865
1349,-1.60203,0.20200,-0.22440,5,Ecoscience,1.37203
1350,1.43531,0.00502,0.34258,4,Indigenous Justice,1.07968
1351,-0.46126,-0.68689,0.19039,1,Ecospirituality,0.55556
1353,0.55028,3.50361,1.40193,3,Science for Humanity,2.86438
1354,0.78866,1.88247,2.42310,5,Ecoscience,2.59987
1355,0.27396,0.35272,0.19603,3,Science for Humanity,1.08661
1356,1.05072,2.50600,0.96384,3,Science for Humanity,1.74545
1357,-0.89513,0.39762,-0.47168,2,Small is Beautiful,1.13293
1358,2.02491,0.41683,1.38906,4,Indigenous Justice,1.61349
1359,0.70238,1.05655,1.44997,3,Science for Humanity,1.53221
1361,0.09791,-0.53186,-0.66472,2,Small is Beautiful,0.44947
1362,-0.45522,2.52925,-0.08878,5,Ecoscience,1.72347
1363,1.93912,2.91954,0.03315,3,Science for Humanity,2.04652
1364,0.74371,0.33436,-0.30004,3,Science for Humanity,0.84444
1365,1.78826,-0.34595,1.58010,4,Indigenous Justice,1.08585
1366,0.47499,1.58793,-0.44389,3,Science for Humanity,0.86157
1368,-0.29638,-0.21039,1.17720,1,Ecospirituality,1.19683
1369,2.82416,2.21254,-0.69185,3,Science for Humanity,2.20662
1370,2.46640,1.48339,1.12423,3,Science for Humanity,1.88343
1371,0.26775,0.09127,-0.05755,2,Small is Beautiful,0.91790
1372,2.88549,3.29735,-0.04104,3,Science for Humanity,2.88160
1373,-0.09307,2.94252,1.84844,5,Ecoscience,2.44678
1374,-0.58266,0.15073,-0.10051,2,Small is Beautiful,1.03137
1376,-0.18596,2.43754,0.95489,5,Ecoscience,1.62968
1378,0.89745,0.01551,1.79130,4,Indigenous Justice,1.10954
1379,-0.04253,-1.39886,2.16684,4,Indigenous Justice,1.69846
1380,-1.10875,0.30557,1.34318,5,Ecoscience,1.06579
1381,0.51016,2.28638,0.40668,3,Science for Humanity,1.39366
1382,1.37477,1.62512,2.02982,3,Science for Humanity,2.16881
1383,-0.54478,0.36209,0.24691,5,Ecoscience,0.74152
1384,-0.18398,-2.44065,-0.17635,1,Ecospirituality,1.82064
